uuid,latitude,longitude,polygon_index,centroid_lat,centroid_lng,is_true_centroid
070086ee-5e80-4637-a8e3-14da0e4d4900,45.36091561781626,15.05893073966216,302.0,15.116387000000072,45.336660000000045,True
75a56f94-dcba-41ce-877e-e8bc9c852c07,44.93050924391569,18.92362533427355,200.0,18.95638700000005,44.97666000000006,True
6ed39af5-8f9e-48cf-9dea-f5b8c02b588a,45.6332298,18.6072235,415.0,18.59638700000005,45.57666000000004,True
9e39ba63-f959-471a-8ae2-35e333119dee,45.4242358850085,18.83456329363789,381.0,18.836387000000048,45.45666000000004,True
a8094b58-211d-4a28-9500-fe156a1cd979,45.44424492483735,14.34558153408151,344.0,14.396387000000079,45.45666000000004,True
1ec8e9f7-c8ac-47f6-807e-b3ea647ec34e,45.5697489355163,17.71670057767933,408.0,17.756387000000057,45.57666000000004,True
a5c55af3-9fe6-4787-94b8-76949bce3c22,43.8065321,15.5903654,70.0,15.630310927592713,43.822364382031516,False
2a4d4844-15ea-4845-b206-97df98803cae,45.90081484196477,16.70025795559188,493.0,16.676387000000062,45.93666000000004,True
8323a98f-e645-4684-8fc6-bddcd82f911d,43.79482877678339,16.07241545262021,74.0,16.076387000000064,43.77666000000008,True
05fe3cb0-67eb-41c2-9eb2-29cb8ee2c370,44.96342025250799,15.36921751225532,192.0,15.356387000000073,44.97666000000006,True
b6b28772-a81b-4917-9e95-f9875ecd312f,45.27936710985799,17.42858971308121,321.0,17.39638700000006,45.33666000000005,True
48890406-4b5b-4263-ba70-c4e168df8516,45.40471918634083,18.82234247634886,381.0,18.836387000000048,45.45666000000004,True
e97c3b84-d4e3-45e3-bf0c-e9dc8cb88f1f,43.78197552535114,15.7275016979474,71.0,15.716387000000068,43.77666000000008,True
7e5ec877-48c2-44fa-8683-f14148409dcc,45.13492454405424,15.63980183045819,216.0,15.596387000000071,45.096660000000064,True
a8347b82-cf50-41d6-ab8c-ff3e4a058382,45.60395150606697,18.0813538119166,411.0,18.116387000000056,45.57666000000004,True
54dab2f2-94e9-4ff2-83a1-be3b4d324a34,44.14149004996507,15.58326149571842,109.0,15.596387000000071,44.13666000000008,True
b5d664cb-702a-4659-9caf-65de383c4641,45.54588479343479,18.53103100962658,414.0,18.476387000000052,45.57666000000004,True
806bd67d-abc6-484e-9a6e-21a99b51acd5,44.78363314666137,15.51154417258615,163.0,15.47638700000007,44.736660000000064,True
1ab00b91-66cc-43b0-a3a9-7febfa43e548,45.40295795372018,17.03737067479651,366.0,17.036387000000058,45.45666000000004,True
7bfec773-d389-4885-a3bb-99e3294758b5,46.06162077378089,15.85881533409151,507.0,15.83638700000007,46.056660000000036,True
bbba4329-e4ec-44ab-86ab-fb1d586f1599,45.65043087711575,18.00527260796467,445.0,17.996387000000055,45.69666000000003,True
d99b774a-60d1-414c-9680-93924ef2f99e,43.40966932665056,16.9735298910129,44.0,16.916387000000064,43.4166600000001,True
a8584dd4-73a8-40cd-afbb-d51c46f72813,43.68256088921031,16.60834623214093,66.0,16.556387000000065,43.65666000000008,True
fa03cec6-3a6f-4b5f-bc3b-2d8a8391c145,43.57605768103586,15.96390517504642,48.0,15.956387000000067,43.53666000000008,True
b5c2c57e-ee86-4a7c-94d9-653217a181a3,46.21350251829372,16.59749651358238,528.0,16.556387000000065,46.17666000000003,True
512f8ba1-dbcb-4112-8b6b-395344956a1d,45.17073851583878,15.76686917926369,257.0,15.716387000000068,45.21666000000005,True
d7007fa4-7bdb-4470-b1fc-354cf00d8d28,45.64513589094166,17.32557971457095,439.0,17.27638700000006,45.69666000000003,True
f7824b78-af68-4e0f-b64b-b20fa45edc08,46.22314646239279,16.6605265726442,529.0,16.676387000000062,46.17666000000003,True
23e685cb-77ad-41c0-94b6-710978340005,45.29630961704254,14.52706061303616,297.0,14.516387000000076,45.336660000000045,True
6e577bb5-4c18-4bc8-a071-f466500bbd51,45.38694229980929,17.78351701533439,324.0,17.756387000000057,45.33666000000005,True
ec0467cc-7b68-4466-a0c9-1761a92f8a7b,46.16475940363332,17.0495471038536,532.0,17.036387000000058,46.17666000000003,True
fa9bd265-de21-44d7-96f1-f58c8fb81022,45.37463922617619,17.92259997110768,325.0,17.876387000000058,45.33666000000005,True
4c84c945-e81a-423f-b1a7-99febb5aca3d,45.50593047244229,14.91497827762785,348.0,14.876387000000076,45.45666000000004,True
995f52a2-2aae-4550-b0ea-61eb50b69473,43.28728217566015,17.3217660709768,38.0,17.27638700000006,43.29666000000008,True
6a38d0e4-3339-42b0-992d-ac4340f0b19c,45.34432098675953,16.53558128986866,314.0,16.556387000000065,45.33666000000005,True
31f62d9b-2dc7-4f46-bd4d-d5577389b1e2,43.75467143838433,16.44200590979568,77.0,16.436387000000067,43.77666000000008,True
5c672fab-0559-4bdc-bdb6-dc4fc62bfff9,45.81715972779445,16.72072074565433,465.0,16.676387000000062,45.81666000000004,True
def53ccb-6991-479a-9907-640ddc79ff36,45.47923890954938,17.86442457355199,373.0,17.876387000000058,45.45666000000004,True
e09a2047-bb5c-4845-b369-f860c1cfcfbd,45.70388361455997,16.85859617766561,436.0,16.916387000000064,45.69666000000003,True
8674d1fc-143a-47cd-a0ea-c4d063a26132,45.14633151395488,13.97877105627561,206.0,14.036387000000081,45.096660000000064,True
3b4684a6-2d4e-4aac-9c1a-9382a5226bb5,46.32093596177666,16.1072559456384,536.0,16.076387000000064,46.29666000000003,True
622f7772-aa8b-463f-8aa8-e553b6fd06e9,45.55031135621055,17.20541731481096,403.0,17.156387000000063,45.57666000000004,True
a194f701-b3e5-4060-ba7d-8748bcb368db,45.44318816013404,18.61534143019404,379.0,18.59638700000005,45.45666000000004,True
475e6980-f0b3-4bf8-bbb3-4bd4fa2e4075,45.74339511482699,15.79445375000431,427.0,15.83638700000007,45.69666000000004,True
c6b474b1-1138-4fe0-a6db-58420a5b6b33,45.98536938383006,16.46555895510347,491.0,16.436387000000067,45.93666000000004,True
8eec3e84-fad4-462c-ae71-219186e15158,44.1962855472628,15.62069720055393,109.0,15.596387000000071,44.13666000000008,True
04ae4447-2c09-4b49-91e1-2096d78b6d1d,45.33763718657531,17.19674212522693,319.0,17.156387000000063,45.33666000000005,True
b133b8eb-31c0-4fc8-82fb-ee6eaa4e6ff0,43.20728773553599,17.24005326670021,32.0,17.27638700000006,43.176660000000105,True
dc419abb-6c8e-4102-bca8-50d7bd23e760,45.62114837374311,15.32164712454198,388.0,15.356387000000073,45.57666000000004,True
be0d0e93-0ba9-43e8-90ba-09e2f9aa7a2a,45.35174809449487,17.59019333399943,323.0,17.636387000000056,45.33666000000005,True
2aae18c2-1be2-4a43-86d2-b6a1f18cfba1,45.19817419246679,15.02208776072006,251.0,14.996387000000073,45.21666000000005,True
07fec09d-408d-4930-a7dc-4a1b64736b07,45.38388200901178,18.39646534055448,329.0,18.35638700000005,45.33666000000005,True
e2cdc895-6752-44aa-b3d1-51e216324cba,43.4877577,16.6264544,54.0,16.676387000000062,43.53666000000008,True
ca6c6a4b-36f5-48eb-b8da-0290c5e8335c,45.51330110427047,14.69653206852471,347.0,14.756387000000073,45.45666000000004,True
ae1895d5-100a-4ba6-be5f-ccba1b492b84,43.16309850962931,17.38899273111626,33.0,17.39638700000006,43.176660000000105,True
cd1c6760-ec09-4a2a-8801-b14033e75fdb,45.79475167212188,15.57291111464485,456.0,15.596387000000071,45.81666000000004,True
c750a4a7-2342-46b3-83d5-8341c740770c,46.28838375858097,15.97301856883263,535.0,15.960877849295432,46.281433092677354,False
5a067c48-687e-430f-9872-0e0f51746212,46.03278198800189,16.02909753813929,509.0,16.076387000000064,46.056660000000036,True
fbe6073e-799d-414b-9c34-37f0653555a1,45.38412953304739,14.04339041254464,293.0,14.036387000000081,45.336660000000045,True
31be1504-ca4e-46f5-b4d3-76bd84cf86b2,45.08845640118562,18.75604539023384,236.0,18.71638700000005,45.09666000000006,True
70105afe-84bb-4f83-ad56-e1f2a9ec9bfc,45.17820972634587,13.86307933414907,243.0,13.916387000000084,45.21666000000005,True
88a1b73e-bfa8-45fc-b36d-715246c3b1a0,44.06241588216934,15.93241840874198,99.0,15.956387000000067,44.01666000000007,True
46527780-dc76-4dd8-a511-47884e58274f,45.33508781151463,13.9591315173832,292.0,13.916387000000084,45.336660000000045,True
3545b2f4-99b0-4d4c-925c-e4ca16106669,43.81880632268854,16.51874700729471,78.0,16.556387000000065,43.77666000000008,True
3c9a7325-2611-41ca-a5a3-40e8ad3f34eb,44.5933094901217,15.96649842564178,155.0,15.956387000000067,44.61666000000007,True
e84c85ed-557e-4239-b357-1af5b51b7975,44.93980767064678,13.79120383633426,184.0,13.796387000000081,44.97666000000006,True
d07ffcc1-031c-498a-af89-a6cba0a014ca,46.2328704509891,16.43136031427307,527.0,16.436387000000067,46.17666000000003,True
8dc5c10c-a270-4904-bbff-5913a556f15d,45.43763141909048,13.58619536120893,337.0,13.556387000000084,45.45666000000004,True
d74a33cb-f5dd-4e2e-9857-94710d93e3c1,46.0311192320311,16.36958824291245,511.0,16.316387000000066,46.056660000000036,True
f48b6268-0295-4a2f-8591-381b6baa7a98,45.7763273434486,16.74055282249217,466.0,16.796387000000067,45.81666000000004,True
b1612523-7cb0-492b-a284-5966d10f5a20,44.82586650276304,15.02998700789599,172.0,14.996387000000073,44.85666000000006,True
906af883-24e1-4ef8-95bb-ee49b2b0aecd,45.61881841753502,15.83016495791805,392.0,15.83638700000007,45.57666000000004,True
7b73f4c6-0d4d-4380-8d33-bd49a240d18e,45.80739982751966,15.64031329844758,456.0,15.596387000000071,45.81666000000004,True
06ca5c7c-7dcf-47aa-b2dd-e460297e2bdd,44.00693087963333,16.0960063881976,100.0,16.076387000000064,44.01666000000007,True
791237ff-ef5f-4db0-984a-4e7b23499c76,45.36907901529795,18.24737350977507,328.0,18.236387000000057,45.33666000000005,True
d07352c2-4c08-4242-8297-2d4377c26a55,45.28019225006476,18.43728979912752,330.0,18.476387000000052,45.33666000000005,True
677f60a0-21e3-4aa2-bf57-54cbdcfe2827,42.67786393359707,18.07365984532283,8.0,18.116387000000056,42.69666000000011,True
8c0e4d23-519b-4d33-ae29-d3cc1960bb01,45.40925876230698,17.06739167120091,366.0,17.036387000000058,45.45666000000004,True
8e4d0171-4378-4191-be17-b3e59547fb7c,45.22903609755925,17.78737538346845,274.0,17.756387000000057,45.21666000000005,True
7f7303c4-296d-4ba8-8e77-70cdee7b4159,45.9964422,17.0733359,496.0,17.036387000000058,45.93666000000004,True
89efe2a3-a83a-48a2-a819-ea829a3ea5d3,44.28244919999999,15.6074266,120.0,15.596387000000071,44.25666000000007,True
cc67a0d8-841b-4c89-935c-f7be4b64ef2a,43.82103306992252,16.23959872841498,75.0,16.19638700000007,43.77666000000008,True
8b5cac62-8f9d-4f02-bc6f-7628b96908cd,44.41577271523884,15.90973535195153,132.0,15.956387000000067,44.376660000000065,True
5188b2f2-7981-4f70-88b9-34a2dc59e100,46.09541760364201,16.50219641093308,513.0,16.556387000000065,46.056660000000036,True
90e54b7e-476d-46ee-816e-6541e3c752a4,45.44717618598521,18.96598376366151,382.0,18.95638700000005,45.45666000000004,True
06a060fd-38ff-47e9-86cd-903591cefc58,44.56680555706807,15.31709834293986,150.0,15.356387000000073,44.61666000000006,True
c84fdda0-c6da-43dd-803b-1ef52ee17b28,45.34330065314619,15.34223072552218,304.0,15.356387000000073,45.336660000000045,True
1539335b-b3a0-4df7-a187-f8aec07d316b,45.6061235,18.7912984,417.0,18.836387000000048,45.57666000000004,True
80e0d50d-8ed9-4a61-a4f9-0cdd1913daba,45.7564953778087,17.91469429951824,444.0,17.876387000000058,45.69666000000003,True
b1c5f77e-d523-4531-8ecb-ff791b3bc17c,45.92967739808062,15.90610536757675,487.0,15.956387000000067,45.93666000000004,True
43649e13-806c-4076-bc71-6673bcc3be9d,45.66528199500398,15.9316791151575,428.0,15.956387000000067,45.69666000000003,True
cd8c3f79-f344-485c-ad3a-855522e81469,45.35307277329369,17.84418525149649,325.0,17.876387000000058,45.33666000000005,True
063d18a4-ba1f-4029-9f1f-3c7f0731c734,44.78582525418746,15.09803546944713,160.0,15.116387000000072,44.736660000000064,True
a2f34742-b2f3-4fa9-9384-d102e734f43b,44.79598852627891,15.68472055027626,165.0,15.716387000000068,44.736660000000064,True
68dec096-3d20-4291-88f5-55aeaefdb81b,45.27711184473121,14.74111164169428,299.0,14.756387000000073,45.336660000000045,True
4c67e724-94b4-44de-9764-6cbe0eb8c3fe,44.07932546423309,16.16725302641707,114.0,16.19638700000007,44.13666000000007,True
a44016d3-b7f9-4884-866c-5295b93c0836,45.17431263188593,15.61411535307226,256.0,15.596387000000071,45.21666000000005,True
bc63c454-22c5-4a74-a9f6-1fee427abe8f,45.77170887125509,15.73409362528126,457.0,15.716387000000068,45.81666000000004,True
088ccf4c-76cb-4088-acf4-824ad3019dcb,45.9459018679058,16.09768143250604,488.0,16.076387000000064,45.93666000000004,True
2f808465-6a6d-4f2e-b45e-edbf5d1c9420,44.87897371143251,15.73736974208378,178.0,15.716387000000068,44.85666000000006,True
a1eef521-22b3-4b7c-9aac-de2424bf0c71,42.47709743250248,18.43332266129262,1.0,18.476387000000052,42.45666000000011,True
622e6e6e-93f0-48c9-bbbc-ce77919d3af8,45.3738395988042,16.13598394834153,310.0,16.076387000000064,45.33666000000005,True
4d78352c-855c-4658-a48b-cb4cfbbdc40a,46.26761252068951,16.0718325689411,536.0,16.076387000000064,46.29666000000003,True
559a4247-3fd5-4933-a95a-2a8f0720d63e,45.42452969142968,18.45836372945706,378.0,18.476387000000052,45.45666000000004,True
e6e6f04b-27b4-45da-9b9c-cacafdfe3570,44.0682083689349,15.69683896885003,97.0,15.716387000000068,44.01666000000008,True
568a28b2-b71a-4240-9964-a7c7ec986ef5,43.4742243428221,17.20512785199276,46.0,17.156387000000063,43.4166600000001,True
65cd5e58-9d4f-4a06-90f9-553796ced93a,43.50991224773829,16.49787841023256,53.0,16.556387000000065,43.53666000000008,True
b96716e3-c564-4304-8224-d841928b50a4,45.95839236401751,15.85415426688454,486.0,15.83638700000007,45.93666000000004,True
9073d32b-c980-4e91-87b5-dfacb67094fa,43.63951392372087,16.68505353770337,67.0,16.676387000000062,43.65666000000008,True
cdcc0fb6-1b83-433c-b45a-c72570f269aa,45.32364391277868,17.04904954392535,318.0,17.036387000000058,45.33666000000005,True
0432f07c-75e6-4b84-84c7-776d8d6d453c,45.18112974243232,14.04822329257423,244.0,14.036387000000081,45.21666000000005,True
baaa7fea-eb6b-4154-b116-4a36de757b66,46.14741816854254,16.01424043819103,523.0,15.956387000000067,46.17666000000003,True
ee21e5ac-31d4-48ee-93d4-2d871d73861b,45.56009787280419,17.89241392315322,409.0,17.876387000000058,45.57666000000004,True
0ece8860-90ac-4759-be77-7f59874c44a8,45.1626019211013,18.06000626826842,277.0,18.116387000000056,45.21666000000005,True
1fd64fc8-ccab-491d-97fd-095579c282e7,43.65376412580743,16.31877980266227,64.0,16.316387000000066,43.65666000000008,True
8d7ac41b-89d3-41c4-9b15-6937333f8ca6,45.27866099877784,15.27536724256715,303.0,15.236387000000073,45.336660000000045,True
99e0f09b-872c-412b-9007-88c2f3d0c073,44.1496407278112,15.83205907216384,111.0,15.83638700000007,44.13666000000008,True
8df3f043-f138-46d4-ae36-d14fd1a31093,45.80558091155959,15.67012267225438,457.0,15.716387000000068,45.81666000000004,True
19ec8edc-734f-406f-bc32-0e6f0aeb3bc2,45.60429122114017,18.13384832911287,411.0,18.116387000000056,45.57666000000004,True
73e6a23f-e8f9-43b4-b4b5-90bf1845cdd9,45.9974147,17.2774942,519.0,17.25471900000008,46.05332900000002,False
57cb3426-23dd-4c51-bae9-16bbb5c3ae21,43.9175419679626,15.64604788607146,83.0,15.596387000000071,43.896660000000075,True
c6de8da3-33f8-4eca-8ee6-4b4f8aaef65c,45.86047675119652,18.75245620235418,482.0,18.71638700000005,45.81666000000004,True
6761c3e1-c295-4d49-bc2a-1e7df7a0b218,45.62351229999999,18.8135166,417.0,18.836387000000048,45.57666000000004,True
752463fa-2c93-46cd-9aeb-6139c9f75864,45.66799222791856,17.98439730580582,445.0,17.996387000000055,45.69666000000003,True
00a19e17-de77-4fac-8f8e-1229cfd7946d,44.77055268022088,15.52208170806299,163.0,15.47638700000007,44.736660000000064,True
327aff3b-f862-4115-8be5-bd5e195ce227,46.0579237052474,16.18348848457218,510.0,16.19638700000007,46.056660000000036,True
8c403373-0c64-4505-b464-756e0d74869b,45.21139800357411,13.71411163319324,241.0,13.676387000000084,45.21666000000005,True
fa28145a-605f-41ca-87bd-70c4158bb301,45.7497201110209,18.74403232135044,451.0,18.71638700000005,45.69666000000003,True
5f5eec8e-7f7b-48a7-a87d-da0f09f9deea,45.80637191838798,17.72718216309596,474.0,17.75577348091565,45.81412282007377,False
54cc7e29-bb30-424e-aee6-4b67e91e7d39,45.31357135012391,18.2060366949682,328.0,18.236387000000057,45.33666000000005,True
52ef9263-d5f5-4330-8326-26dc76699620,45.42194592002664,16.61827771454034,363.0,16.676387000000062,45.45666000000004,True
899ed746-e14e-4cbe-863b-b68addda3b8e,43.93848060902084,15.5146579131296,82.0,15.479938133462209,43.916728522455685,False
4d08ec4d-ad55-481b-8199-b58ef46d9c5e,45.89897909434022,17.43604353636668,499.0,17.39638700000006,45.93666000000004,True
70d6af43-caf7-4c2d-8231-b040a780258b,43.3101858,17.0244958,36.0,17.036387000000058,43.29666000000008,True
c99f208d-08ef-4bd0-b682-74e310d2b205,45.45687971703963,18.77130818692643,380.0,18.71638700000005,45.45666000000004,True
0ba17016-dca3-4f0b-847f-66261f1a2af5,45.10832965157085,15.56062384182421,216.0,15.596387000000071,45.096660000000064,True
757d4793-f76d-4a5b-b851-e812b05bc0c1,44.98939646923155,15.67139410675189,195.0,15.716387000000068,44.97666000000006,True
e8ce5828-3325-4758-bf91-b748bcf91e90,43.48927772096635,16.60223925652173,53.0,16.556387000000065,43.53666000000008,True
aba83022-956b-4da2-908c-d0c2d2751ea5,44.73307299112376,15.71978630023974,165.0,15.716387000000068,44.736660000000064,True
5c4a3b98-6921-4f72-b7e0-5e0b245d6814,45.77809096578171,16.23595069103348,461.0,16.19638700000007,45.81666000000004,True
1c88cc31-ef6c-47ba-99c8-c484b252238a,45.329604648638,15.36456371381134,304.0,15.356387000000073,45.336660000000045,True
ee93e18d-ccdc-434b-bea9-2ecceab7c263,45.32639858175672,16.12260756203317,310.0,16.076387000000064,45.33666000000005,True
983f2dbe-2f37-4ecc-aeb0-738b1a772422,45.82793836531407,15.76473653904428,457.0,15.716387000000068,45.81666000000004,True
b4669606-ffd7-4546-8e9d-cc295edfa6df,45.12953264496987,15.19214963025738,213.0,15.236387000000073,45.096660000000064,True
bb042380-6bda-41ca-b8d6-7fe2e24d943b,45.48832781351668,16.03409243836678,358.0,16.076387000000064,45.45666000000004,True
d338ab1f-e6a0-4d8b-95b0-66c30dd9701a,45.26280273816391,18.40811728361924,279.0,18.35638700000005,45.21666000000005,True
878154c7-6072-4fea-bce2-fb0305f5ec91,44.71658568078409,15.43274468592668,163.0,15.47638700000007,44.736660000000064,True
fd002417-b11d-42b9-bf83-bbc2231fbecc,44.9004222358919,15.07030467403805,173.0,15.116387000000072,44.85666000000006,True
1bc22255-aff7-4070-962e-a17180162b9f,42.82868590161635,17.84865410056831,14.0,17.876387000000058,42.8166600000001,True
c08f3112-f52a-475f-90a8-3cefb2feacc0,46.08443292828488,15.62787461404815,505.0,15.629444000000092,46.086937000000034,False
e75b992b-5606-498b-ade5-0ac7f72b492e,45.63455598477621,18.77274893206355,416.0,18.71638700000005,45.57666000000004,True
fda4ef75-5cb3-4858-ae07-fc5dbc3ab545,45.35443055672764,14.71626111458275,299.0,14.756387000000073,45.336660000000045,True
81273cca-829f-414d-974b-7eced6271d20,45.18301503026685,13.93170179107731,243.0,13.916387000000084,45.21666000000005,True
e2f89bf5-d723-4264-bbe9-eca706e24050,43.51277522530314,16.18088338268974,50.0,16.19638700000007,43.53666000000008,True
11751352-c21c-4ab4-a0e9-e8df5ddc63d0,45.98382842951796,16.6283205550298,493.0,16.676387000000062,45.93666000000004,True
811bf38c-7633-47ea-af4f-a907235b0998,46.16388899299857,16.46606771186644,527.0,16.436387000000067,46.17666000000003,True
6b007df4-6e91-40aa-b0ed-9b12756513bb,45.48336359895655,16.17143654823762,359.0,16.19638700000007,45.45666000000004,True
8ca5a9d2-096b-443d-99d4-afbd7fc10fe6,42.54215479247684,18.30918123765869,4.0,18.35638700000005,42.57666000000011,True
a0d3d2b3-3162-43f4-9f1c-f0fc9708f313,45.63546473621246,16.99652563456398,402.0,17.036387000000058,45.57666000000004,True
d9f1269c-6121-4495-89fe-92eb1e025937,45.73427523530212,16.62994644230065,434.0,16.676387000000062,45.69666000000003,True
4c793559-cd76-4f5a-bc51-aae581f064c3,45.45727495959173,13.56251933184097,337.0,13.556387000000084,45.45666000000004,True
ced6faa7-92b4-4937-bcc8-cf4547c229a6,45.38498734049202,15.75055174702886,307.0,15.716387000000068,45.336660000000045,True
7f25e666-bcdf-48f9-a364-4caadc190659,45.97706432643216,15.72523347880487,485.0,15.723339314203361,45.934697033474436,False
250725ea-4f92-4b3a-a8b7-688201164c13,42.4973833401977,18.36617850672561,0.0,18.374360799292983,42.48594477036284,False
b288c516-0113-45c1-8cec-800a907a0014,45.87123469332779,18.69940175185352,482.0,18.71638700000005,45.81666000000004,True
1979ccb5-0124-4849-bb5c-2da1aaa1d5b5,45.21025243165843,18.85618561207389,283.0,18.836387000000048,45.21666000000005,True
a97a9507-5873-4f91-9ee9-c4f9b0ef8996,45.52381661417898,17.23818163856506,404.0,17.27638700000006,45.57666000000004,True
45de3b17-e04f-4dbb-aa68-f358841990ff,43.77886499000007,16.13555403980172,74.0,16.076387000000064,43.77666000000008,True
26bf0858-aeac-47fd-8a76-01cc6e75288f,43.70214199999999,15.9278288,61.0,15.956387000000067,43.65666000000008,True
5b6bce95-b386-46fe-9af3-5ad48769b7e5,46.29375347651937,16.89549976566158,543.0,16.899717721591806,46.27669746666815,False
404985cf-2964-49fa-84b8-3bd9e282234d,45.40372222730946,14.06006852240579,341.0,14.036387000000081,45.45666000000004,True
f04976fc-1761-430f-a954-dec717d43451,44.87961752963764,18.93112501628065,181.0,18.95638700000005,44.85666000000006,True
f4d3595f-18ec-46e2-bb1b-47366f93348e,43.58305292700504,16.09943672275767,49.0,16.076387000000064,43.53666000000008,True
850b9e14-fc84-4242-a2ed-268cbc3aba03,45.17915652559658,15.05728242565694,252.0,15.116387000000072,45.21666000000005,True
054c82fc-4a9d-4d39-bc60-d1f10f1e4c08,45.23969938041752,19.09400467017241,285.0,19.076387000000047,45.21666000000005,True
69c9818d-da00-4b77-be27-161317265d1d,45.99569942185686,16.55248464405345,492.0,16.556387000000065,45.93666000000004,True
5fb001fe-e437-48ce-ae67-83fe010084e2,44.95047893141693,15.53334318118162,193.0,15.47638700000007,44.97666000000006,True
b01b84aa-0dc8-43f9-b617-1ddbf642f1b5,43.55516781411806,16.05526531710348,49.0,16.076387000000064,43.53666000000008,True
586acc22-487e-4340-9b27-1fd492148c6f,45.21283834595013,15.67824290008775,257.0,15.716387000000068,45.21666000000005,True
870d5213-46f8-4133-8225-7207f0b63a1e,46.22667809355483,16.41317126497121,527.0,16.436387000000067,46.17666000000003,True
da821a7a-e55f-47f4-8c34-281b0b595e54,45.4764350301148,15.60589154570818,354.0,15.596387000000071,45.45666000000004,True
33a8607c-6f5f-4c74-bd5f-ef44984b5939,45.9658803966106,15.82813913517089,486.0,15.83638700000007,45.93666000000004,True
8b5b619d-6833-4993-be0b-76ee0c9ef3ce,45.73757306578062,17.04001395145499,437.0,17.036387000000058,45.69666000000003,True
05eca7b2-1f72-446b-92b3-40e4b2dd7ad4,45.41626791051038,14.08987980398287,341.0,14.036387000000081,45.45666000000004,True
46fa5cbf-e3aa-460a-aaf4-e1e33612fce0,45.58274482249649,17.12500956472811,403.0,17.156387000000063,45.57666000000004,True
4c311d8e-fa7f-4a5b-a182-6dccf5b4e5a6,44.69164400712699,15.80842570608832,166.0,15.83202283366168,44.73048758027216,False
9befba02-44d8-4e41-b60b-f7ec0f20bb08,46.04340486343517,16.53747485104985,513.0,16.556387000000065,46.056660000000036,True
9d6bedaa-a36b-4a69-9b8b-fef0dd302678,44.9811051281097,15.06955083918215,190.0,15.116387000000072,44.97666000000006,True
00739bd7-68c2-4022-940e-ecd8f2b0573b,45.18524602524264,14.84425731291294,250.0,14.876387000000076,45.21666000000005,True
49fa32ae-30ce-4ad0-aabd-f8426dbd01ad,46.1671334,15.6288588,520.0,15.611944000000051,46.16693900000001,False
06863c25-7349-4476-8897-3ec4ec8500b1,45.60797066697415,16.70193090974429,399.0,16.676387000000062,45.57666000000004,True
d5aab2f5-403a-43f2-a3dc-3f790d005fee,44.32548626770191,15.868860625235,131.0,15.83638700000007,44.37666000000007,True
d0b61525-c7a7-4319-982f-99a353e25973,45.8551751173273,16.61004288165232,464.0,16.556387000000065,45.81666000000004,True
d1b31aaa-06e9-4e36-8b83-906c4ca75e57,45.39514259402986,14.70241436076054,299.0,14.756387000000073,45.336660000000045,True
ed5c0e25-0c40-4e1a-a5cc-b92a593f3b25,43.64897768013927,16.63280536304496,67.0,16.676387000000062,43.65666000000008,True
6d2a475b-d62d-4f78-86d4-fb6438efd048,45.69682014848549,17.22300044368388,439.0,17.27638700000006,45.69666000000003,True
