uuid,latitude,longitude,polygon_index,centroid_lng,centroid_lat,is_true_centroid,crs_y,crs_x,crs_centroid_y,crs_centroid_x
b133b8eb-31c0-4fc8-82fb-ee6eaa4e6ff0,43.20728773553599,17.24005326670021,5.0,17.06446257272201,43.52968298778991,False,5269510.621054309,60137.54360110154,5305210.109507068,45621.78577025467
dc419abb-6c8e-4102-bca8-50d7bd23e760,45.62114837374311,15.32164712454198,19.0,15.516022669557431,45.83788135706815,False,5538068.093397944,-91886.34688158045,5561953.058551482,-76440.04744960812
be0d0e93-0ba9-43e8-90ba-09e2f9aa7a2a,45.35174809449487,17.59019333399943,15.0,17.896387000000086,45.1966600000001,True,5508038.561933766,85411.49269538157,5491173.613614612,109692.62399445343
2aae18c2-1be2-4a43-86d2-b6a1f18cfba1,45.19817419246679,15.02208776072006,11.0,14.696387000000085,45.1966600000001,True,5491454.4304665495,-116093.08608816258,5491799.800674626,-141677.49407431413
07fec09d-408d-4930-a7dc-4a1b64736b07,45.38388200901178,18.39646534055448,16.0,18.696387000000087,45.1966600000001,True,5512762.287981883,148487.326898224,5492554.729075915,172523.93367740803
e2cdc895-6752-44aa-b3d1-51e216324cba,43.4877577,16.6264544,4.0,16.296387000000088,43.596660000000114,True,5300403.200559169,10227.757328207821,5312513.180688061,-16438.275250425355
ca6c6a4b-36f5-48eb-b8da-0290c5e8335c,45.51330110427047,14.69653206852471,11.0,14.696387000000085,45.1966600000001,True,5526975.265327285,-140889.8428401571,5491799.800674626,-141677.49407431413
ae1895d5-100a-4ba6-be5f-ccba1b492b84,43.16309850962931,17.38899273111626,0.0,17.120585600921398,42.979922079321916,False,5264722.464290397,72293.48271219735,5244171.552045244,50621.45146817664
cd1c6760-ec09-4a2a-8801-b14033e75fdb,45.79475167212188,15.57291111464485,19.0,15.516022669557431,45.83788135706815,False,5557108.137094186,-72075.24673813027,5561953.058551482,-76440.04744960812
c750a4a7-2342-46b3-83d5-8341c740770c,46.28838375858097,15.97301856883263,20.0,16.296387000000088,45.996660000000105,True,5611701.851074035,-40616.26715507993,5579160.801245694,-15774.030467237864
5a067c48-687e-430f-9872-0e0f51746212,46.03278198800189,16.02909753813929,20.0,16.296387000000088,45.996660000000105,True,5583261.368992379,-36457.821117702726,5579160.801245694,-15774.030467237864
fbe6073e-799d-414b-9c34-37f0653555a1,45.38412953304739,14.04339041254464,10.0,13.896387000000082,45.1966600000001,True,5513957.614650713,-192332.3491149404,5493493.934682928,-204501.14301605202
31be1504-ca4e-46f5-b4d3-76bd84cf86b2,45.08845640118562,18.75604539023384,16.0,18.696387000000087,45.1966600000001,True,5480664.700169071,177540.65349009383,5492554.729075915,172523.93367740803
70105afe-84bb-4f83-ad56-e1f2a9ec9bfc,45.17820972634587,13.86307933414907,10.0,13.896387000000082,45.1966600000001,True,5491528.8688018555,-207182.52035715137,5493493.934682928,-204501.14301605202
88a1b73e-bfa8-45fc-b36d-715246c3b1a0,44.06241588216934,15.93241840874198,9.0,16.19805500000001,44.353607000000125,False,5364388.138765849,-45462.94221619016,5396621.435009326,-24066.258725105217
46527780-dc76-4dd8-a511-47884e58274f,45.33508781151463,13.9591315173832,10.0,13.896387000000082,45.1966600000001,True,5508712.530254991,-199096.4114021725,5493493.934682928,-204501.14301605202
3545b2f4-99b0-4d4c-925c-e4ca16106669,43.81880632268854,16.51874700729471,4.0,16.296387000000088,43.596660000000114,True,5337169.658626488,1507.8426437686567,5312513.180688061,-16438.275250425355
3c9a7325-2611-41ca-a5a3-40e8ad3f34eb,44.5933094901217,15.96649842564178,9.0,16.19805500000001,44.353607000000125,False,5423343.195954882,-42348.262907550125,5396621.435009326,-24066.258725105217
e84c85ed-557e-4239-b357-1af5b51b7975,44.93980767064678,13.79120383633426,10.0,13.896387000000082,45.1966600000001,True,5465240.580866573,-213705.37990327028,5493493.934682928,-204501.14301605202
d07ffcc1-031c-498a-af89-a6cba0a014ca,46.2328704509891,16.43136031427307,20.0,16.296387000000088,45.996660000000105,True,5605401.446143524,-5295.51492623835,5579160.801245694,-15774.030467237864
8dc5c10c-a270-4904-bbff-5913a556f15d,45.43763141909048,13.58619536120893,10.0,13.896387000000082,45.1966600000001,True,5521074.847377367,-227901.10033927398,5493493.934682928,-204501.14301605202
d74a33cb-f5dd-4e2e-9857-94710d93e3c1,46.0311192320311,16.36958824291245,20.0,16.296387000000088,45.996660000000105,True,5582979.574564988,-10096.977715244338,5579160.801245694,-15774.030467237864
f48b6268-0295-4a2f-8591-381b6baa7a98,45.7763273434486,16.74055282249217,21.0,17.09638700000009,45.996660000000105,True,5554679.207793631,18707.84784248849,5579309.710686184,46202.12346698385
b1612523-7cb0-492b-a284-5966d10f5a20,44.82586650276304,15.02998700789599,11.0,14.696387000000085,45.1966600000001,True,5450085.545229223,-116216.54024816956,5491799.800674626,-141677.49407431413
906af883-24e1-4ef8-95bb-ee49b2b0aecd,45.61881841753502,15.83016495791805,19.0,15.516022669557431,45.83788135706815,False,5537360.852548343,-52236.1677839995,5561953.058551482,-76440.04744960812
7b73f4c6-0d4d-4380-8d33-bd49a240d18e,45.80739982751966,15.64031329844758,19.0,15.516022669557431,45.83788135706815,False,5558456.526991716,-66820.5727006227,5561953.058551482,-76440.04744960812
06ca5c7c-7dcf-47aa-b2dd-e460297e2bdd,44.00693087963333,16.0960063881976,9.0,16.19805500000001,44.353607000000125,False,5358146.906729806,-32390.23575789994,5396621.435009326,-24066.258725105217
791237ff-ef5f-4db0-984a-4e7b23499c76,45.36907901529795,18.24737350977507,15.0,17.896387000000086,45.1966600000001,True,5510857.578575314,136850.91720448376,5491173.613614612,109692.62399445343
d07352c2-4c08-4242-8297-2d4377c26a55,45.28019225006476,18.43728979912752,16.0,18.696387000000087,45.1966600000001,True,5501318.895653851,151956.21770599028,5492554.729075915,172523.93367740803
677f60a0-21e3-4aa2-bf57-54cbdcfe2827,42.67786393359707,18.07365984532283,1.0,17.896387000000086,42.79666000000011,True,5211661.797912039,129003.5321267276,5224594.799212858,114247.30244349313
8c0e4d23-519b-4d33-ae29-d3cc1960bb01,45.40925876230698,17.06739167120091,14.0,17.09638700000009,45.1966600000001,True,5514013.576016492,44409.05490380464,5490407.519117255,46850.80626442687
8e4d0171-4378-4191-be17-b3e59547fb7c,45.22903609755925,17.78737538346845,15.0,17.896387000000086,45.1966600000001,True,5494629.906718078,101073.34135906464,5491173.613614612,109692.62399445343
7f7303c4-296d-4ba8-8e77-70cdee7b4159,45.9964422,17.0733359,21.0,17.09638700000009,45.996660000000105,True,5579272.72368452,44416.55356978033,5579309.710686184,46202.12346698385
89efe2a3-a83a-48a2-a819-ea829a3ea5d3,44.28244919999999,15.6074266,8.0,15.496387000000086,44.3966600000001,True,5389061.311546909,-71226.83731867142,5401850.30042506,-79931.53480560322
cc67a0d8-841b-4c89-935c-f7be4b64ef2a,43.82103306992252,16.23959872841498,4.0,16.296387000000088,43.596660000000114,True,5337450.200637856,-20943.540566458854,5312513.180688061,-16438.275250425355
8b5cac62-8f9d-4f02-bc6f-7628b96908cd,44.41577271523884,15.90973535195153,9.0,16.19805500000001,44.353607000000125,False,5403652.427552912,-46996.34909579046,5396621.435009326,-24066.258725105217
5188b2f2-7981-4f70-88b9-34a2dc59e100,46.09541760364201,16.50219641093308,20.0,16.296387000000088,45.996660000000105,True,5590118.928995194,169.86255481715335,5579160.801245694,-15774.030467237864
90e54b7e-476d-46ee-816e-6541e3c752a4,45.44717618598521,18.96598376366151,16.0,18.696387000000087,45.1966600000001,True,5520982.276195414,192854.71695051558,5492554.729075915,172523.93367740803
06a060fd-38ff-47e9-86cd-903591cefc58,44.56680555706807,15.31709834293986,8.0,15.496387000000086,44.3966600000001,True,5420940.414440232,-93936.31031211959,5401850.30042506,-79931.53480560322
c84fdda0-c6da-43dd-803b-1ef52ee17b28,45.34330065314619,15.34223072552218,12.0,15.496387000000086,45.1966600000001,True,5507172.806769557,-90718.69958900739,5490720.627644437,-78840.27308258261
1539335b-b3a0-4df7-a187-f8aec07d316b,45.6061235,18.7912984,23.0,18.715553000000114,45.913605000000075,False,5538240.934277689,178701.9069494386,5572238.89351589,171869.68585979228
80e0d50d-8ed9-4a61-a4f9-0cdd1913daba,45.7564953778087,17.91469429951824,22.0,17.846917955733673,45.79208304506208,False,5553399.985981703,110053.91099326345,5557265.604931269,104716.67214333512
b1c5f77e-d523-4531-8ecb-ff791b3bc17c,45.92967739808062,15.90610536757675,20.0,16.296387000000088,45.996660000000105,True,5571863.191889797,-46063.13996043369,5579160.801245694,-15774.030467237864
43649e13-806c-4076-bc71-6673bcc3be9d,45.66528199500398,15.9316791151575,20.0,16.296387000000088,45.996660000000105,True,5542464.376436373,-44283.96159134815,5579160.801245694,-15774.030467237864
cd8c3f79-f344-485c-ad3a-855522e81469,45.35307277329369,17.84418525149649,15.0,17.896387000000086,45.1966600000001,True,5508482.063492828,105306.51344178345,5491173.613614612,109692.62399445343
063d18a4-ba1f-4029-9f1f-3c7f0731c734,44.78582525418746,15.09803546944713,8.0,15.496387000000086,44.3966600000001,True,5445543.275822165,-110913.59012122106,5401850.30042506,-79931.53480560322
a2f34742-b2f3-4fa9-9384-d102e734f43b,44.79598852627891,15.68472055027626,8.0,15.496387000000086,44.3966600000001,True,5446042.764677577,-64490.017030689116,5401850.30042506,-79931.53480560322
68dec096-3d20-4291-88f5-55aeaefdb81b,45.27711184473121,14.74111164169428,11.0,14.696387000000085,45.1966600000001,True,5500660.303037257,-137972.48460964824,5491799.800674626,-141677.49407431413
4c67e724-94b4-44de-9764-6cbe0eb8c3fe,44.07932546423309,16.16725302641707,9.0,16.19805500000001,44.353607000000125,False,5366162.892516138,-26645.325180086984,5396621.435009326,-24066.258725105217
a44016d3-b7f9-4884-866c-5295b93c0836,45.17431263188593,15.61411535307226,12.0,15.496387000000086,45.1966600000001,True,5488130.874758653,-69619.24895445745,5490720.627644437,-78840.27308258261
bc63c454-22c5-4a74-a9f6-1fee427abe8f,45.77170887125509,15.73409362528126,19.0,15.516022669557431,45.83788135706815,False,5554417.47467612,-59568.73743054303,5561953.058551482,-76440.04744960812
088ccf4c-76cb-4088-acf4-824ad3019dcb,45.9459018679058,16.09768143250604,20.0,16.296387000000088,45.996660000000105,True,5573575.987296715,-31195.555677271226,5579160.801245694,-15774.030467237864
2f808465-6a6d-4f2e-b45e-edbf5d1c9420,44.87897371143251,15.73736974208378,12.0,15.496387000000086,45.1966600000001,True,5455221.537724619,-60239.481004539164,5490720.627644437,-78840.27308258261
a1eef521-22b3-4b7c-9aac-de2424bf0c71,42.47709743250248,18.43332266129262,2.0,18.455555000000004,42.56582599999996,False,5189992.829675886,159010.13447357243,5199892.604570406,160602.47483643316
622e6e6e-93f0-48c9-bbbc-ce77919d3af8,45.3738395988042,16.13598394834153,13.0,16.296387000000088,45.1966600000001,True,5509987.182657854,-28508.755428942895,5490256.5189721575,-15995.499556591547
4d78352c-855c-4658-a48b-cb4cfbbdc40a,46.26761252068951,16.0718325689411,20.0,16.296387000000088,45.996660000000105,True,5609348.111647137,-33012.50761164882,5579160.801245694,-15774.030467237864
559a4247-3fd5-4933-a95a-2a8f0720d63e,45.42452969142968,18.45836372945706,16.0,18.696387000000087,45.1966600000001,True,5517392.025038001,153224.65648405274,5492554.729075915,172523.93367740803
e6e6f04b-27b4-45da-9b9c-cacafdfe3570,44.0682083689349,15.69683896885003,8.0,15.496387000000086,44.3966600000001,True,5365189.779015361,-64325.872084896895,5401850.30042506,-79931.53480560322
568a28b2-b71a-4240-9964-a7c7ec986ef5,43.4742243428221,17.20512785199276,5.0,17.06446257272201,43.52968298778991,False,5299137.979253287,57043.724712803334,5305210.109507068,45621.78577025467
65cd5e58-9d4f-4a06-90f9-553796ced93a,43.50991224773829,16.49787841023256,4.0,16.296387000000088,43.596660000000114,True,5302856.342670709,-171.53247348237954,5312513.180688061,-16438.275250425355
b96716e3-c564-4304-8224-d841928b50a4,45.95839236401751,15.85415426688454,19.0,15.516022669557431,45.83788135706815,False,5575085.363367042,-50067.22640119426,5561953.058551482,-76440.04744960812
9073d32b-c980-4e91-87b5-dfacb67094fa,43.63951392372087,16.68505353770337,4.0,16.296387000000088,43.596660000000114,True,5317269.998330965,14929.140418245015,5312513.180688061,-16438.275250425355
cdcc0fb6-1b83-433c-b45a-c72570f269aa,45.32364391277868,17.04904954392535,14.0,17.09638700000009,45.1966600000001,True,5504490.665366219,43037.36437063481,5490407.519117255,46850.80626442687
0432f07c-75e6-4b84-84c7-776d8d6d453c,45.18112974243232,14.04822329257423,10.0,13.896387000000082,45.1966600000001,True,5491400.337263893,-192630.5806346078,5493493.934682928,-204501.14301605202
baaa7fea-eb6b-4154-b116-4a36de757b66,46.14741816854254,16.01424043819103,20.0,16.296387000000088,45.996660000000105,True,5596011.060343527,-37532.329648578154,5579160.801245694,-15774.030467237864
ee21e5ac-31d4-48ee-93d4-2d871d73861b,45.56009787280419,17.89241392315322,15.0,17.896387000000086,45.1966600000001,True,5531547.068249996,108692.61546541467,5491173.613614612,109692.62399445343
0ece8860-90ac-4759-be77-7f59874c44a8,45.1626019211013,18.06000626826842,15.0,17.896387000000086,45.1966600000001,True,5487622.584336263,122616.41094174061,5491173.613614612,109692.62399445343
1fd64fc8-ccab-491d-97fd-095579c282e7,43.65376412580743,16.31877980266227,4.0,16.296387000000088,43.596660000000114,True,5318852.269325988,-14616.377671166614,5312513.180688061,-16438.275250425355
8d7ac41b-89d3-41c4-9b15-6937333f8ca6,45.27866099877784,15.27536724256715,12.0,15.496387000000086,45.1966600000001,True,5500067.532428602,-96065.11214400714,5490720.627644437,-78840.27308258261
99e0f09b-872c-412b-9007-88c2f3d0c073,44.1496407278112,15.83205907216384,8.0,15.496387000000086,44.3966600000001,True,5374137.783202297,-53422.320671054316,5401850.30042506,-79931.53480560322
8df3f043-f138-46d4-ae36-d14fd1a31093,45.80558091155959,15.67012267225438,19.0,15.516022669557431,45.83788135706815,False,5558230.43162248,-64505.723296199685,5561953.058551482,-76440.04744960812
19ec8edc-734f-406f-bc32-0e6f0aeb3bc2,45.60429122114017,18.13384832911287,22.0,17.846917955733673,45.79208304506208,False,5536806.137376912,127438.63278940832,5557265.604931269,104716.67214333512
73e6a23f-e8f9-43b4-b4b5-90bf1845cdd9,45.9974147,17.2774942,21.0,17.09638700000009,45.996660000000105,True,5579511.511382133,60231.33326998623,5579309.710686184,46202.12346698385
57cb3426-23dd-4c51-bae9-16bbb5c3ae21,43.9175419679626,15.64604788607146,3.0,15.65197818866646,43.806281928596505,False,5348495.496404955,-68568.48366393863,5336132.140536006,-68220.54824892376
c6de8da3-33f8-4eca-8ee6-4b4f8aaef65c,45.86047675119652,18.75245620235418,23.0,18.715553000000114,45.913605000000075,False,5566414.296316729,174894.41133692677,5572238.89351589,171869.68585979228
6761c3e1-c295-4d49-bc2a-1e7df7a0b218,45.62351229999999,18.8135166,23.0,18.715553000000114,45.913605000000075,False,5540221.403259956,180379.58883359647,5572238.89351589,171869.68585979228
