,Unnamed: 0,sample_longitude,sample_latitude,row_idx,status,radius,latitude,longitude,panorama_id,uuid
60,60,18.296052499868534,42.55440934008644,60.0,OK,,42.5524498054992,18.28963247012233,e9UNT-oUgDO892cU47bCLw,1e4b79ef-f88d-404c-a21e-afa38c2212dc
61,61,15.910294608962497,46.24492344812676,61.0,OK,,46.24550834129675,15.91074136739684,u2TZVJTfB2jG9ufqoduSFA,1fa5217c-6c22-474e-821f-5e5aaf459c04
62,62,15.639463525277176,44.98272272074781,62.0,OK,,44.98328097554399,15.64588053307744,68BjTLS-hq0rrp8DSyuPGg,7534dee0-e7a1-4080-83e6-d3f1b2244e0c
64,64,15.351225898115263,44.517486581896726,64.0,OK,,44.51567653570166,15.34433537642309,YzIEUB3AG5w_p9L73eNjNA,72f3b02b-6bff-46f9-97cb-2d4a5e0aec55
65,65,16.734506637131894,43.72090408814339,65.0,OK,,43.71648101410401,16.72528465851827,l7wykYFxyv094vlxtdJ85g,6e2dbb7d-db1b-4f21-9a6e-fdb834696fc5
66,66,17.86272979471812,45.35219813707359,66.0,OK,,45.35245756519295,17.86834631949766,l2TGmojo0tchIxSKVu2bjQ,5551cb4e-1cf5-4dea-b1a8-d63cef566376
71,71,15.768856702775976,45.138236536618656,71.0,OK,,45.13984898120175,15.76641537602705,Vo3DkrYWoOo-oh8_VkZc1w,ed15a48b-2ea1-4baa-8555-9c4dc73f6ff8
73,73,16.007123291027813,43.80165511747656,73.0,OK,,43.80664920195159,16.01041998236606,C1eePCkBF9eQQHjBrhPO7A,c2611e77-48dd-44f9-a1a4-03aeca3d48be
74,74,15.303880434591695,45.30818184744578,74.0,OK,,45.30836966741256,15.30437689041031,Q-HbSMW9qjJOEyU5WDB4hg,06575fda-34de-437d-8e9b-ca16d43a2bad
76,76,14.427665276778797,45.33064679186804,76.0,OK,,45.3310058305947,14.42770317237863,FA3yg2YfmexXS3G0vmiqHg,ba7c45e1-96ed-4a46-bae5-785b6811543f
80,80,14.26129641963148,45.407058146472586,80.0,OK,,45.40665373183893,14.26092652986343,InHWvD10Qz_GoVjRYFTp0g,21bdc93e-2aaa-43ca-aa59-e4e10c469146
83,83,17.802919919005788,42.84050381212187,83.0,OK,,42.84323657056469,17.81291445405326,wjCe41iPRbxA_EKqu-Bhqw,4e4e9e3f-511c-462a-8a4b-fbbcd0d78e47
84,84,14.44989536574034,45.35805211106234,84.0,OK,,45.35669376453797,14.44836492999347,sJqVSpNGjqelAlf8Qe8azQ,b384513b-d4a8-4824-a0bc-7282c2294520
86,86,17.96404629659181,45.1735699729298,86.0,OK,,45.17629787201775,17.96171362023008,TD3TUAELXLho-T5d-d_eww,0434c8ca-0ad2-4cbd-8010-a7ee5aa0d95d
88,88,16.03791799954561,45.73707179267058,88.0,OK,,45.73595655814191,16.03713529029501,KTQaK7k2KURojOsD8SbRvw,8e615333-4af0-44df-b4cc-e084b683fb4d
90,90,15.379589199452804,45.32235251511939,90.0,OK,,45.3270190361058,15.38493596712372,rNW40V4Cw0lL8sdnVo4IBA,0e2c3723-b469-4a04-87c6-82360d900927
92,92,16.29571225189546,46.30032365975711,92.0,OK,,46.29874723308873,16.29368150082461,ac9DfbcjUfPlGwsUotS0pw,931c6ac1-7be6-4f8f-ac84-00fb75093d26
93,93,15.909175864337366,45.47935551989595,93.0,OK,,45.47877267840176,15.90877522575406,YeF2oBBxUnNbNck1s5r49A,3f1eebe2-063a-45e7-afa3-5008ed238520
95,95,15.11722369220852,45.02764638593778,95.0,OK,,45.02573318881981,15.11380961365895,WTDrfhp0WaNLcGdJit9BBQ,29f04497-64a2-4602-a984-28148717c815
96,96,15.74205416768555,46.21979143313969,96.0,OK,,46.2211658882126,15.74088876576973,wk8B-qn4oopwT6xn3ts5kg,2de4464e-207e-4946-a1da-1bed8dca178f
97,97,18.339069073536685,45.541109797096105,97.0,OK,,45.54638395349493,18.33680993517259,HFQxkA3aV_gPGM1-Uw9fDg,b086fdfe-002d-4b7b-9593-4613f1d83b37
99,99,15.477459765596286,44.09578701224528,99.0,OK,,44.09584285049839,15.47749579956044,MSh49d7OqahRNAPYjWM1ng,20c8a420-f188-42e6-b89e-1a7f897f5ca8
100,100,17.612606592081402,45.71188946985251,100.0,OK,,45.70563956733095,17.60436361882985,QN2MnhiKu0kcf_DwarUSPw,e7b3b05c-2ce6-4194-a059-ef220920bc08
101,101,14.467657289407134,45.34313453578204,101.0,OK,,45.34306659395128,14.46721160324624,wxPLw7kDFPtgMWV_TsD6JQ,10ef58f0-f453-4f90-b30d-80b6293188f1
102,102,17.67788918391527,45.34619968358306,102.0,OK,,45.34625295317633,17.67787516002453,jcqUZa05L1LY6MlR3SGU3w,0833aed0-e2b3-42fa-8def-777445103f4b
106,106,18.394743054492075,45.4077152748952,106.0,OK,,45.41031217715771,18.390441136981,-qF2ttdNyXkDNQkChWs0oQ,d3d79ed5-0271-493c-80ca-d5dcdae4ac32
107,107,15.778675250077438,44.1874213067865,107.0,OK,,44.19424856992571,15.78159387531336,RAq5Nx3TIhseL_D49gTwIw,7505551c-06f0-44d0-8bd9-60652bb22845
111,111,18.472119201389884,42.44631051800117,111.0,OK,,42.44863997317,18.47536509333469,eyczQrSbfU4uPPOuxdP45w,311b7007-8490-4954-af7c-bc5335dc07de
112,112,16.272059771416615,45.29642568035086,112.0,OK,,45.29162248628607,16.2810780379808,IxMEJEHBGc5D8fGlrVdn_A,7239b8c0-5e64-4f7e-ad26-26eee6ded067
115,115,16.641952796769417,46.08692134303043,115.0,OK,,46.08549225454581,16.64827195322706,qJO3hF6Dmk5U_Te7FHE34A,fafc4986-f6bc-4f9e-8024-ce40613befcc
116,116,18.685771802467585,45.23264153534282,116.0,OK,,45.22581042990768,18.69118939069134,ufcmlLTjsU10bAUIAcnzsA,b79d551a-5777-4617-8d37-eca1ddfbe086
117,117,16.593024288786708,45.61271234359313,117.0,OK,,45.61247124552914,16.59290712340006,f8m32c0phWOeFiUJoDnfUA,b41094e2-77be-42b5-b1ee-876092ab7aa6
118,118,15.000715986697363,45.02867031819098,118.0,OK,,45.02803406722428,14.99993359439748,hHVECBgLIWEDtL9s2v60LQ,fe1c241e-fce9-457b-a376-f94386e91f3c
120,120,15.993085911335838,46.11750892737545,120.0,OK,,46.12091958207343,15.99428289323822,MSCIn2MoAWWE1nuft22YFQ,40957ec0-3400-41f3-aeec-71f6ec642663
121,121,15.464582507951324,45.77838622291692,121.0,OK,,45.77877280807125,15.46980969523674,CYGAieV5jnSthOby3wDDFg,9fec8df9-61b9-4ab4-a544-5b9142488177
122,122,15.244692166119824,44.64569127393252,122.0,OK,,44.64194869368333,15.2411807545042,3144tv8fK8IdB3y2Nvbidw,e5c0a05d-254b-41b2-892b-6e3bae53f0fe
123,123,13.957004752258474,45.38677252008671,123.0,OK,,45.38595973020888,13.95701970731312,LplPJFtU9jKvcycp_RdFrA,5c9fca0c-7bd2-48c5-a54e-4b3dd6642b25
124,124,17.659586701100256,45.49364680164941,124.0,OK,,45.49249970821948,17.65278549500632,YTl7e_kDiNolqUQqaqGBdQ,ccd4c960-aef8-47ed-b8fc-89528e7aa153
126,126,18.916402879150624,45.25243607436926,126.0,OK,,45.25356936913006,18.91048486360061,qLFvapXdHXcxkc0aCRsdcg,df72286f-3c9c-4bad-837e-96958c45e4ab
127,127,15.345650136762504,44.57000698262459,127.0,OK,,44.57242143339477,15.35380930984694,gQPB3BmU9tFgzeg6fsqK5A,ad7b3f72-dae9-4c68-bdbc-7234de2e4ad0
128,128,17.69150029425514,45.32684321172093,128.0,OK,,45.32625450293506,17.69245910799793,oh6GMsF-n10IyNvJ4WVA9Q,df4a9d60-8a3f-4446-af95-dbc0bdbf2176
129,129,15.582255986285444,43.872892434028,129.0,OK,,43.8681649588547,15.57863177347362,b4zj7aZA6KfDbyvLZ81XCg,d2dbbf6e-f495-442f-9382-641c21cac1b8
131,131,17.23838559883097,43.21240687442987,131.0,OK,,43.20940344050301,17.23580447555107,jn31_iGdrbF-coO7F1o28w,42e0099d-b7b1-4407-ad49-3709b8c8def3
132,132,15.119918382161924,45.33903784508415,132.0,OK,,45.33666910645026,15.12111671841496,amQorAJCJvnNygsBm27oPg,c1455428-0b7a-4fc1-be1a-c21138d95ae6
134,134,17.291387733385807,45.214832786212106,134.0,OK,,45.21612751707801,17.29554497576249,96Ues9gtRASUCWP4WxvfXw,21ebed7e-3590-4754-8df7-5ad3755f5e02
135,135,16.002861472165993,46.26593779879241,135.0,OK,,46.26080710198206,15.99556469075157,a5U8Zu4Smgh_NuEosuobPw,3e5f5375-b43f-450d-9620-c6e56e63d798
136,136,13.965776403310752,45.418996097734414,136.0,OK,,45.42091211629336,13.97049145085974,4mxq8ecf8IRcIDaDPME6SA,5ce12159-0981-44b7-b9b5-7a16a776b546
137,137,15.004535431124484,44.59176197554007,137.0,OK,,44.58913385351381,14.99992348323247,t-vqoe2dcuuWuzGXPf2U0Q,dcf6a3cf-87f7-4117-a87a-a68daa5257a2
139,139,15.886896462915578,44.09325006661763,139.0,OK,,44.09264403747348,15.88667165370632,cOSmUNeWsiIVfzmsH3y0lQ,d7d61aeb-8930-490e-9070-77d763a386ee
140,140,15.838942685575638,43.93945061109141,140.0,OK,,43.93839842080164,15.83370964008399,pUQwzH92LBcByq9YGihY2w,025b4d40-9cf2-4cdd-97b7-b31e2abac731
142,142,19.03230572559504,45.05533221609877,142.0,OK,,45.04772715645814,19.03367946777025,cSwj3wD7R6HIIkFVEK2dTg,9bdb393d-34b6-44aa-a1fd-c5c6b8bd25cc
143,143,16.421685178182297,43.98160875846119,143.0,OK,,43.97707791505813,16.42327256714518,pAt8BRMylcIeTXbAedYyCw,ea1b7741-b3c9-4679-828b-048b0ccb79f0
145,145,18.92414507281667,45.37133994978109,145.0,OK,,45.36650726199937,18.92780386029348,v2aD1kJAA0fndaVE_5ggcA,a69f5949-2254-43ae-859b-2271d3cabce9
146,146,17.456554194388914,43.042472119348666,146.0,OK,,43.04758502906897,17.44810237873776,Q1pHwWM2MZzR6lYuZmTP2w,d150e3af-d15b-4778-b4c3-9763a257c70c
147,147,16.38728946993528,45.52467190298244,147.0,OK,,45.52412175272832,16.38779017769278,inBsnVqrwLTYAFVOI2iI_A,620ebdaa-26e6-4fc4-bb39-6950f3a47011
148,148,16.096008752723215,44.30820190423111,148.0,OK,,44.30654349182028,16.1020928716546,LPRNh2BBRuQauGXVFrsyIg,c50f7abd-2332-4889-a95d-30f62797b288
149,149,16.13455880803129,46.27738503387847,149.0,OK,,46.27591302698176,16.13855550066812,T0jHcUHdeDYf8XSSNaWurg,28df02c6-6b22-4254-b5e6-2b3bba560c66
153,153,16.785434513698434,46.29094715191573,153.0,OK,,46.29196228035894,16.7858924506009,g8lKefoAon-5DH1_VUemGw,1708e55d-5235-4fb0-9bed-da2e8fedbb75
155,155,18.89181723107009,45.12894772797022,155.0,OK,,45.13219893063566,18.89644131931059,0GIN72PQFwbm-BtEGivnuA,6dc72b88-698d-45ab-b866-a85124fe434a
156,156,16.811893276814097,45.64942152433272,156.0,OK,,45.64971748933727,16.81002497453992,KRs27Ub3SMF_VfJfMlTdbA,0c7d999c-e2b8-4817-a27c-de4e2194cb8e
158,158,18.248201025427388,45.44724590934207,158.0,OK,,45.4410394734354,18.24495416979071,X4ZrLFiEf5eopdPKQJ8Qsw,6869d7f0-33df-4f7a-8a7f-a557dd9f24e9
159,159,19.349891752412635,45.22346356505901,159.0,OK,,45.22214733003021,19.35039959026168,ZvS2lZDGYgJHA_AMkf9i-g,8af2e424-1473-4555-8430-e768f850e7d5
160,160,15.280646250714248,45.31960753293061,160.0,OK,,45.31959569991629,15.2804672859203,avnMOlKKP6aaRPAB4SfS2A,1ea51603-212c-4ac0-a04e-09d243e8ad27
163,163,15.860636749867156,45.55394146891624,163.0,OK,,45.55444506651928,15.85851925271109,UDzVpnUmexSXgnx-J-W0-w,477a58f1-867e-4822-b9a5-a1f933e91ad7
164,164,15.46084161170639,45.58809624609978,164.0,OK,,45.58659982390807,15.45772584062525,UOhyiTk5_Y9TA2u_xuxysw,061fc48c-eefb-40b9-8ca5-f686c64372cf
165,165,16.88729146845174,46.19270334458643,165.0,OK,,46.19392207737557,16.88697470048576,_OSlhQ7rbVYaHRe6kNABpg,ee96fd1d-1dba-40f0-b1a5-af356c7681ab
168,168,16.611905183269158,45.75896349140669,168.0,OK,,45.75695260569155,16.60628210808699,a79yeL-LgLd_mXF0mLi4UA,bbce3164-1374-4100-9947-cbfae68154e5
169,169,19.28922875256576,45.24107624720758,169.0,OK,,45.23730954537803,19.28840435509997,odS6X4W2Wvner0QJkIgcHQ,5fdd8dc9-4afe-4dab-b2a1-3f2af2740069
170,170,15.36987796701941,44.63896405395188,170.0,OK,,44.64252309684308,15.36830683374839,wSW5TVqFYK5wHllRQ59usQ,47d98eea-8818-445c-affc-3d5372bce304
172,172,17.361642473149473,45.64778933344262,172.0,OK,,45.65493561913648,17.36374386079253,CFk4ANERplsnUCfbrm0npA,d1731c00-3cbe-4054-bd33-e801c02db54b
175,175,13.90499468698978,44.867784168636064,175.0,OK,,44.86813551835188,13.90878335522133,UMs5Xxb1Fy7xehTW0s-fPQ,5280422d-7357-4e36-bcc4-47c6bdac1660
177,177,16.631273970573258,45.59733822808639,177.0,OK,,45.59397897952916,16.63458427520597,_vXelzUGsTki-T4b3Gmy0g,7def19e5-3fd7-43f4-a486-ae042806604d
179,179,15.743116506779788,43.79101565385551,179.0,OK,,43.78734616885981,15.73913675840409,1CmGU7zZveP8sUyTuxx1KA,c621fa72-8841-43f4-b0dc-7f1242040bd8
181,181,15.779013424895153,45.23742576791097,181.0,OK,,45.23118610497996,15.77818358372378,LXAD6LWPOjJQlb9OC2NVAw,f8005174-5b08-4f3f-a7d8-d49cce409825
182,182,17.240510158343017,43.33203949383092,182.0,OK,,43.33214466589224,17.24046143007656,-QgM6_YpgWNEc9jw0ZzOkA,f926dc2e-1cc8-4fd3-a13c-7804164305ee
183,183,15.369514383045066,44.78521523344166,183.0,OK,,44.78547148518232,15.36970663565299,l2HATgPwsZmmSAELcCXRPw,ce23e7c9-e4bc-4fea-9a79-b553bbfc80df
184,184,15.408236301101466,44.24069367593311,184.0,OK,,44.23600558323,15.40277162505116,mPbNVEl_c4Bw_z-RDZtQzA,0bd1ee12-2d97-4759-ba64-425ed5094daf
185,185,15.152870085627026,44.65711417116297,185.0,OK,,44.65759233742726,15.15396747549574,eeIy5uVxU_pprzdoS1EPbQ,04a278c0-35a1-4024-842a-971a887e979d
186,186,15.246807935535369,44.14732046628222,186.0,OK,,44.14783491854356,15.2460703087308,LYBAJPsjKn9WeX06rmAKZA,5193c11a-0e57-4674-9bbd-b5d276e7ef79
188,188,15.241502796324662,45.1873621423876,188.0,OK,,45.18366036560543,15.23764179672675,jnxyuaZ5AzXbQC8cyhCtsQ,e19b2a22-c1a1-400b-85c1-a3d52f91fa0e
189,189,16.77216000450666,43.42339080563074,189.0,OK,,43.42903267458337,16.77005220817269,LeDsm088i7r3_zqv-CN3MA,af1b5b08-4775-4d4c-82fe-bc3588101595
193,193,18.64117086256719,45.23474820856125,193.0,OK,,45.23018754947712,18.64420119152747,7VrH-js_kBrASPPa5AUpJg,166194f5-5174-4560-9e97-ad99b0c59db1
195,195,14.72206416461476,45.160100717847456,195.0,OK,,45.15977457037769,14.72159436475476,YYQril8pkh3I083cNq4U4Q,54db76da-0cf2-4fdc-a40b-bd8f9ae223ab
196,196,15.828934469617124,45.89429647556735,196.0,OK,,45.89308487309366,15.82397420117147,4JmDIb0Zkuphhok5fSVzlQ,94b55e10-28f5-47e9-9866-0a781443f8e8
197,197,16.03675758472287,45.80459908407743,197.0,OK,,45.8050242195724,16.03603756508221,d7mP_386WGXXEjvseiyTsg,13944239-e65c-4e54-96f3-01b29165efd9
198,198,16.053059121598565,45.8742094839872,198.0,OK,,45.87425178908002,16.0531462922273,OOhSv_sZCo2OF1T5H1ykQg,87e0ff63-6108-4cb6-a8f0-883c3c566984
199,199,17.222597762311075,43.24108583813702,199.0,OK,,43.24290798775304,17.22484645868576,EmnRqTU5kVZCZIFGLUmhpQ,770f867e-63e8-4ebd-9c24-d3294e956120
200,200,15.676835571047128,43.9091943324145,200.0,OK,,43.9145068945334,15.68544459796722,ZhhSrBLR3wLMZFE9j35EKg,6af55297-395f-430a-9171-bc29cf6cbe20
204,204,16.167573991003348,45.88095705960863,204.0,OK,,45.87948895090521,16.16950879585232,iWLdiXtAlO2_uNk9iXixVg,da6964ea-ba82-405d-a097-715e59983ba5
206,206,18.319245874439574,45.49866226672988,206.0,OK,,45.5010935035501,18.3230496202589,CzwrQohcUHkpGX0ifV5cAA,dedb3ad1-a78f-4a80-b205-e602dbdadff5
207,207,19.031148202268817,45.334494177906095,207.0,OK,,45.3344183022882,19.03110024933989,Wt9R90NR3uf5b2i8ulmd8g,8ddd5b75-3637-4820-bced-a2217f960783
208,208,16.033369386164683,45.50949728912311,208.0,OK,,45.50861038625355,16.0456259195881,h5OBEji-HaF-XFSuPQCpuQ,df4da4b0-5914-49a0-86f9-9c0c9ed1cb34
209,209,16.10291573606428,46.28874275133782,209.0,OK,,46.28927752062365,16.10768783889387,0g5jEb7B1xUiyXBdYTxHwQ,310a607a-9529-48aa-b25a-02e211847a1f
210,210,15.910152219271602,45.55464557908603,210.0,OK,,45.55925632516294,15.91096951112963,y1d8v-fWQCp-Ef9eW1OTDg,efc2c2c2-fc95-4ae3-b62e-646dd98ee4ae
212,212,15.72220306354674,43.90181421886899,212.0,OK,,43.90158624895313,15.72160400108824,tpqKN9yhxX52mZAmZvDw3w,ade3105e-56a8-4975-a47b-f1da216b2954
213,213,16.733962899321394,43.67247562063327,213.0,OK,,43.67269084635814,16.74037055341621,ltqP3QJzTPayBhJEFjWqDg,603a5af0-7443-4af9-880f-69f5febda581
217,217,16.443283540690967,46.32649640884743,217.0,OK,,46.33188153280973,16.43294946564892,wIbEpWuzrdToN7LrIbOd2Q,5689b51d-0c98-4581-a3af-53db2b5389a6
218,218,16.59156011841935,46.21771277779096,218.0,OK,,46.21580784461351,16.59674702465476,DmQESkElG5ezYnW7LwJIAw,2735c0d3-506b-414f-8e63-6e513cc4ce87
220,220,17.264510532503223,43.30993801007953,220.0,OK,,43.30825626915617,17.26014623404309,rrklXpTsgZIpUDBpwpjU9w,4b64caa2-d152-40aa-a6bc-10eff39e0bab
224,224,17.464396120646608,45.22257391205599,224.0,OK,,45.22211850970658,17.46430143020675,NxyrL-zns-y-US9wknaZvQ,e8548ca3-4c0b-4336-8c9e-ebe94b979a96
226,226,17.3138533290927,45.55618110937474,226.0,OK,,45.56168862255515,17.30889154497341,aTM5JERVmTO6uDRJ28-eQQ,348f6d30-0c9f-442e-a315-dd23158a191c
227,227,13.99469144930283,45.26640881482896,227.0,OK,,45.26515039884919,13.99582579175573,EPrTSmpJMdvxDkZ2LBj10A,e3846d37-6314-4585-9dd9-bcf2c3f4f3bf
228,228,15.073533623148313,44.92675462279765,228.0,OK,,44.92779912238566,15.07202330809211,phH61KT-zsZtxxSYCtch6Q,87ce6d66-d425-47c8-a1cc-b7afaf5b8615
229,229,13.776445641282558,45.25314160766642,229.0,OK,,45.2582425697613,13.77784364547824,L0MVUpE8oXlibdw1oCBwJA,152909b0-ab10-4e83-9035-fa6a0023a8bc
231,231,15.236518629125198,44.41038528042338,231.0,OK,,44.40719091957862,15.23409551277694,lQMHn0eXgL_tgSZV7LoV-A,1da13703-d01c-48fc-9bf2-656273f2be58
234,234,15.985264136750478,43.576188915042685,234.0,OK,,43.57186873542707,15.98559695790315,yCNrQ2qHKG-V5i9az19Z3Q,70dbd953-409f-4cde-8bc4-156fd3b71de6
