,uuid,latitude,longitude,polygon_index,centroid_lat,centroid_lng,is_true_centroid,y
39,0b7447fa-55b4-4aed-85fb-9e3860b820f3,45.58420926162407,15.34479144322492,180.0,15.39638700000008,45.49666000000016,True,51
40,0b197366-3eb7-44ee-a760-a76becbbdbc5,45.40394699433079,15.3952048486682,180.0,15.39638700000008,45.49666000000016,True,51
41,0a347fbb-b6fb-4e5d-b376-f540071cf20d,45.40753121067694,15.39518268152853,180.0,15.39638700000008,45.49666000000016,True,51
42,0a18dbc0-8b04-4541-ac08-5b686c8f13d3,45.47368252575563,15.45309921221148,180.0,15.39638700000008,45.49666000000016,True,51
43,0ad4bcfa-4aa4-4826-88ec-2692a2906132,45.42042436008235,15.34807487165519,180.0,15.39638700000008,45.49666000000016,True,51
44,0a9f5aa1-e969-4779-aee4-b6d727169d7f,45.74432106212742,17.49975350501231,213.0,17.59638700000007,45.69666000000015,True,65
45,0c5db887-9b4f-4459-9540-a37e1067f5f8,45.62137750980786,17.56647077117242,213.0,17.59638700000007,45.69666000000015,True,65
46,0ab4f634-7b0c-447a-bb80-61f9a29a4b9d,45.29956281260637,18.21604752931852,164.0,18.196387000000065,45.29666000000016,True,47
47,0a2e5a13-acb1-4573-a304-a9c6738f52cb,45.32063838165422,14.7329320832823,147.0,14.79638700000008,45.29666000000016,True,40
48,0acca20f-97aa-4077-b0aa-41f937cac3be,45.354123,14.8401116,147.0,14.79638700000008,45.29666000000016,True,40
49,0a71f470-4330-445a-a4f0-0ea4892fe80b,45.31615734858065,14.70428779004584,147.0,14.79638700000008,45.29666000000016,True,40
50,0b0df612-f0d6-4887-a8dc-75ad2caa95dc,46.11571890994888,16.86975523069032,243.0,16.79638700000007,46.09666000000016,True,79
51,0a7a5fc6-e1cb-4132-bdb5-82cb9881eafd,45.9097984434928,16.9130269323849,229.0,16.99638700000007,45.89666000000016,True,73
52,0bc7fb3b-e148-4172-8313-7f6e741bfd96,45.93290438478902,16.92124776392166,229.0,16.99638700000007,45.89666000000016,True,73
53,0a7e5d0b-ce98-414d-a7cf-efee0b87a30c,45.37470641861237,14.34370892707437,145.0,14.40649377757638,45.33302399926095,False,39
54,0a807574-243e-4852-b001-6c59ca5bd943,45.9587768351378,16.51076362627005,227.0,16.59638700000007,45.89666000000016,True,72
55,0c03acff-45c5-4d90-8c60-2366a2b6f84c,45.97233770020731,16.58740118940635,227.0,16.59638700000007,45.89666000000016,True,72
56,0a4f38f0-9497-4cb9-9eba-b9e104e48814,43.62492307746003,16.09879654489579,46.0,16.196387000000072,43.69666000000013,True,9
57,0c01e1d1-eaf0-4edf-aa8b-ba33a3ac4a29,43.61887889608109,16.26514951418123,46.0,16.196387000000072,43.69666000000013,True,9
58,0bd5b665-dca5-475c-870f-979d174641a8,45.29370605202571,18.38922159607055,165.0,18.396387000000065,45.29666000000016,True,48
59,00b6133f-318f-418e-8b1e-f22eda047e0d,43.60318873526133,16.05396508687923,45.0,15.996387000000077,43.69666000000013,True,8
60,0b577342-1fe9-4430-8d86-ccbbbbec9437,43.7254633371481,16.07318211910551,45.0,15.996387000000077,43.69666000000013,True,8
61,0c2f898a-0d59-4264-ab1e-36140c76c4d5,45.48442381909687,15.52704334554647,181.0,15.596387000000076,45.49666000000016,True,52
62,0a87d603-8e38-492f-89ea-87f22b191179,45.56946216734224,15.52020438630305,181.0,15.596387000000076,45.49666000000016,True,52
63,0a9ab209-ff29-476a-80f7-34b47bd59e67,43.45334281410232,16.88448403953267,39.0,16.79638700000007,43.496660000000126,True,6
64,0a9fa0bc-5f47-4290-92e8-797499b024a5,46.04049275773532,16.68881976179246,242.0,16.59638700000007,46.09666000000016,True,78
65,0a48f6af-48a1-4e2c-b9e5-afcbfd5bbd20,44.09468101014477,15.87671547501199,66.0,15.796387000000074,44.096660000000135,True,16
66,0b6efe5e-fb84-4535-8855-dfd84e4e060f,44.14175978308354,15.8868173372076,66.0,15.796387000000074,44.096660000000135,True,16
67,0a160c40-292e-4e8f-906d-3ede4e331991,44.12174983912384,15.85612554875802,66.0,15.796387000000074,44.096660000000135,True,16
68,0b740eff-da5a-4e40-98e9-31afddebe405,46.31575951294558,16.18248967843079,249.0,16.196387000000072,46.29666000000017,True,81
69,0b9f9f8d-b6ba-497c-ae07-1ca9da55ca93,46.32352065573336,16.28909167330693,249.0,16.196387000000072,46.29666000000017,True,81
70,0b195949-f60c-4e0e-a857-bb0c76db1e50,46.40155402225798,16.50213046809896,257.0,16.599589159499107,46.475008978082414,False,85
71,0c1cde7b-8532-4587-a316-d0915cb8d67b,46.42718892248676,16.55766372878475,257.0,16.599589159499107,46.475008978082414,False,85
72,0bb9ea2d-ae63-4c1c-b82e-a93392ea046f,45.74647299999999,15.4944013,202.0,15.39638700000008,45.69666000000015,True,59
73,0bb53c55-275f-467a-ae58-72f565085871,45.02817566338985,15.18025385141139,120.0,15.19638700000008,45.09666000000015,True,29
74,0af82414-d0fd-4080-aaa8-dd21bb0e60e4,46.29088104321093,16.64714860441455,251.0,16.59638700000007,46.29666000000017,True,83
75,0bc9dd2e-1d55-4618-84e3-2bbdf3034623,43.95781096284069,16.10671011943377,57.0,16.196387000000072,43.89666000000014,True,14
76,0a7ce4b0-6685-4201-a104-9274ab60c515,46.25857955053248,16.0034542988967,248.0,15.997676958488428,46.2922861996207,False,80
77,0b1cab3a-4eff-43e2-8526-28d7d54b2b1c,45.11468234794631,18.52394372702884,136.0,18.59638700000007,45.09666000000015,True,34
78,0b539b3b-3b8c-44f6-ac2a-0fd83f6cd01e,45.87154933852769,16.09246538682461,224.0,15.996387000000077,45.89666000000016,True,69
79,0a9bcfd9-db23-40a9-9802-2cebaca24f19,44.99203529501786,18.88955172177656,110.0,18.796387000000067,44.89666000000014,True,25
80,0b5ed43d-7ef1-4653-9080-ab5223641694,45.34300485388446,17.46400248334554,160.0,17.39638700000007,45.29666000000016,True,46
81,0b6dfc91-e614-44dc-a5a4-885bcb175c79,45.69687338320724,15.88841967585964,204.0,15.796387000000074,45.69666000000015,True,60
82,0a43aeb1-4f8e-482a-b79e-3e92bc36e968,45.70424228748125,15.71967923948371,204.0,15.796387000000074,45.69666000000015,True,60
83,0b9b9ce9-6bc7-4b03-8fbd-8a4a1fc7e52c,43.01733348895319,17.57886318807422,27.0,17.59638700000007,43.09666000000012,True,1
84,0b588f15-1a37-4d9d-a0ad-26faab34c594,45.60903118433803,17.76738290437022,214.0,17.79638700000007,45.69666000000015,True,66
85,0bc478c1-39ed-4400-af5a-feee9a961f12,45.68357583607887,17.73952165135867,214.0,17.79638700000007,45.69666000000015,True,66
86,0bc7ab20-c9b4-408f-a4c2-b68f3e323119,44.38379046411739,15.67797703223928,74.0,15.596387000000076,44.29666000000013,True,17
87,0b839ea3-3c6e-4be2-9b01-32c0f7b659f1,44.91215765918837,18.92159556839735,111.0,18.996387000000063,44.89666000000014,True,26
88,0a1c2ad2-db24-4bd6-9de5-73dfca5f0720,43.86975867488085,15.92861121311851,56.0,15.996387000000077,43.89666000000014,True,13
89,0b6a635b-e8ae-4d9c-9bef-06add73f73e1,45.25782198895606,13.59441936499354,141.0,13.596387000000083,45.29666000000016,True,36
90,0a9ac336-e608-4c5f-aa5b-81764a70c6cb,43.58928400806412,16.42187741720937,37.0,16.399952462815964,43.54803497490413,False,4
91,0bee49bd-0c89-46aa-8745-512af584d0b2,45.12888084096308,16.36212075776195,126.0,16.396387000000075,45.09666000000015,True,32
92,0bba7797-19af-4d25-b0b4-5d3a52a7e787,45.38700401583417,14.28851529874578,144.0,14.19638700000008,45.29666000000016,True,38
93,00baa17f-632d-43c5-af70-a28ce9a18bd6,43.51328591349949,16.56330626036981,38.0,16.59638700000007,43.496660000000126,True,5
94,0b9a1646-19f2-42b5-9663-f721de0a7c9e,43.53504793695593,16.51090082625664,38.0,16.59638700000007,43.496660000000126,True,5
95,0acdd8aa-c1e9-44ee-8f58-a8b14004caca,45.75467929222448,16.27196926230616,206.0,16.196387000000072,45.69666000000015,True,62
96,0b571859-996d-473a-b604-b8026e69a0cc,45.19213157358783,18.06590880378768,133.0,17.996387000000066,45.09666000000015,True,33
97,0a2789cb-d3cc-476c-8e66-fefa99edfe95,45.18531469523612,18.04744837027172,133.0,17.996387000000066,45.09666000000015,True,33
98,0abea301-4fc9-480f-847c-4dba5f6af405,45.39189144715227,15.74857010049359,152.0,15.796387000000074,45.29666000000016,True,43
99,0be94efb-13d7-4002-b530-b93ad5742d08,44.3180334448997,15.69773538997775,75.0,15.796387000000074,44.29666000000013,True,18
100,0bc4f75a-5b5c-4f8d-891c-2ea9948cff19,45.40458513960264,16.52589372075228,186.0,16.59638700000007,45.49666000000016,True,53
101,0bcdcfee-3015-43cc-830c-490f13d03ab2,45.04967738164893,13.9522204098029,114.0,13.99638700000008,45.09666000000015,True,28
102,0b8d7a60-b6b0-4b46-a273-0b7c35c49124,44.60629284426888,15.26997348146707,94.0,15.19638700000008,44.69666000000014,True,19
103,0a56e46a-9485-465d-bf81-c64ef8e51e65,45.460546136873,18.51059969750968,196.0,18.59638700000007,45.49666000000016,True,58
104,00b6e3da-7f6b-400a-bcff-55c1f4765b2d,46.05065066062478,16.17528055130748,240.0,16.196387000000072,46.09666000000016,True,77
105,0a7a6ef2-e28a-4ed7-9296-a2780cfc966f,46.1250434829311,16.28684514095868,240.0,16.196387000000072,46.09666000000016,True,77
106,0a25b7de-2bf0-472e-a4f1-a7a35c84f5d2,46.08005630491126,16.18572946420063,240.0,16.196387000000072,46.09666000000016,True,77
107,0a19e2e9-c63f-466d-a8d8-53353dd547a0,44.81959387028449,15.32101887582726,107.0,15.39638700000008,44.89666000000014,True,24
108,0b90dc86-430f-4651-8bdd-5ee833ba0813,44.97997868277906,15.41301213254237,107.0,15.39638700000008,44.89666000000014,True,24
109,0afab8b5-dcb1-41a3-833a-ee34a3eb18ce,45.03461541215202,15.39176413092177,121.0,15.39638700000008,45.09666000000015,True,30
110,0ac692ad-6bf7-49f2-963c-8f73283d545d,43.57912220093657,16.08076901896493,35.0,15.997918598774554,43.49987857713492,False,3
111,0c4ea3a9-b696-40aa-b092-6447411b15f9,44.89419684952223,15.26920948417373,106.0,15.19638700000008,44.89666000000014,True,23
112,0b8c9f76-bdf1-4127-95b7-02294a73bd44,45.57864659979139,17.03168006267142,188.0,16.99638700000007,45.49666000000016,True,55
113,0a4b0b39-7cec-4942-b7a7-695707b370d8,42.57766283816153,18.26144743853296,0.0,18.23702269007637,42.56645279548171,False,0
114,00ac3fb2-054c-4748-9d19-d154a655e6a6,45.11106897105882,18.69982124155922,137.0,18.796387000000067,45.09666000000015,True,35
115,0ad01f78-2c7e-4d1a-9d5f-3c8d7aff2a8a,45.5184782008156,14.64580581828245,176.0,14.59638700000008,45.49666000000016,True,49
116,0b6df63e-57a7-4d25-ba3c-7fdfe7ca5c9c,45.79742900368571,17.41753008216619,231.0,17.39638700000007,45.89666000000016,True,74
117,0a4bfc6f-c6bd-4f5f-a401-370838041c8d,43.64847217294704,16.7956246756902,49.0,16.79638700000007,43.69666000000013,True,12
118,0ad0b93f-e46f-43e7-a62a-ba3272ddf7fc,43.62471843961217,16.70178571738129,49.0,16.79638700000007,43.69666000000013,True,12
119,0ae56470-eb1f-44d1-938a-1ae6ce3c741b,44.60239361266562,15.42916332582241,95.0,15.39638700000008,44.69666000000014,True,20
120,0a4005a2-bec9-4753-9750-3364f63993c4,44.76239034349808,15.35734753534343,95.0,15.39638700000008,44.69666000000014,True,20
121,0aa5b9e4-3802-4c72-be1b-397c9b2fcb03,46.20944465489488,16.6967055175941,252.0,16.79638700000007,46.29666000000017,True,84
122,0a89111e-e0a2-4303-b261-2359cd234fa2,45.41041226427215,14.81640041511693,177.0,14.78910240828089,45.48612051472468,False,50
123,00c7aa85-f40d-4200-b075-9a1dfa54144b,45.64583023636382,15.9594159691982,205.0,15.996387000000077,45.69666000000015,True,61
124,0be90896-8c56-45a2-89fe-5160152403b9,45.8189609224908,16.15780656005201,225.0,16.196387000000072,45.89666000000016,True,70
125,00b1fe81-f5fa-46aa-8b27-66c7c42f0007,44.98972777224706,13.8861798969686,99.0,13.815716983273964,44.91336193510597,False,22
